"incident_num","date_time","day_of_week","address_number_primary","address_dir_primary","address_road_primary","address_sfx_primary","address_dir_intersecting","address_road_intersecting","address_sfx_intersecting","call_type","disposition","beat","priority"
"E23010000293","2023-01-01 04:11:53","1","15500","","SAN PASQUAL VALLEY","RD","","","","20002","K","235","1"
"E23010000294","2023-01-01 04:12:54","1","0","","SPRUCE","ST","","03RD","","1131A","K","529","1"
"E23010000295","2023-01-01 04:15:10","1","8300","","CLAIREMONT MESA","BLV","","","","459A","K","313","3"
"E23010000296","2023-01-01 04:16:47","1","4400","","MISSISSIPPI","ST","","","","242R","K","624","3"
"E23010000297","2023-01-01 04:17:10","1","9200","","CUSTOMHOUSE","PLZ","","","","459A","U","713","3"
"E23010000298","2023-01-01 04:17:35","1","12100","","BELLOTA","PL","","","","459A","CAN","234","2"
"E23010000299","2023-01-01 04:20:15","1","0","","CAPRICORN","WAY","","BLACK MOUNTAIN","","23103","K","242","2"
"E23010000300","2023-01-01 04:20:59","1","3600","","ACACIA GROVE","WAY","","","","1131A","K","442","1"
"E23010000301","2023-01-01 04:21:08","1","0","","OTAY MESA","RD","","CALIENTE","","459A","K","725","2"
"E23010000302","2023-01-01 04:22:13","1","3400","","42ND","ST","","","","10852","U","834","1"
"E23010000303","2023-01-01 04:22:55","1","0","","GALVIN","AVE","","BLACK MOUNTAIN","","AU23152","W","242","2"
"E23010000304","2023-01-01 04:27:49","1","5600","","FONTAINE","ST","","","","HZRD","R","322","1"
"E23010000305","2023-01-01 04:28:39","1","2900","","04TH","AVE","","","","CW","K","529","1"
"E23010000306","2023-01-01 04:28:47","1","3400","","04TH","AVE","","","","RJ","CAN","627","2"
"E23010000307","2023-01-01 04:29:00","1","2200","","IMPERIAL","AVE","","","","415N","U","512","3"
"E23010000308","2023-01-01 04:33:14","1","700","E","SAN YSIDRO","BLV","","","","NARC","K","714","2"
"E23010000309","2023-01-01 04:33:23","1","5200","","BEACHFRONT","CV","","","","459A","CAN","725","2"
"E23010000310","2023-01-01 04:34:07","1","3300","","MURPHY CANYON","RD","","","","CW","K","311","1"
"E23010000311","2023-01-01 04:34:59","1","1400","","UNIVERSITY","AVE","","","","AU2","W","627","2"
"E23010000312","2023-01-01 04:36:18","1","0","","GREENWOOD","ST","","KURTZ","","10852R","R","611","9"
"E23010000313","2023-01-01 04:41:19","1","0","","32ND","ST","","UNIVERSITY","","594","R","813","2"
"E23010000314","2023-01-01 04:41:44","1","6000","","STADIUM","ST","","","","459A","W","115","2"
"E23010000315","2023-01-01 04:42:30","1","700","","05TH","AVE","","","","1153","K","523","2"
"E23010000316","2023-01-01 04:42:49","1","4000","","TAYLOR","ST","","","","911P","CAN","625","2"
"E23010000317","2023-01-01 04:42:54","1","700","","PEARL","ST","","","","459A","U","124","3"
"E23010000318","2023-01-01 04:45:16","1","1000","","KETTNER","BLV","","","","242","CAN","524","1"
"E23010000319","2023-01-01 04:49:38","1","2200","","SAN DIEGO","AVE","","","","459A","K","625","3"
"E23010000320","2023-01-01 04:49:51","1","4000","","FRANKLIN","AVE","","","","11-7","K","441","1"
"E23010000321","2023-01-01 04:49:57","1","400","S","VALENCIA","PKY","","","","5150V","K","432","1"
"E23010000322","2023-01-01 04:52:02","1","2700","","SHELTER ISLAND","DR","","","","459A","U","616","3"
"E23010000323","2023-01-01 04:52:37","1","900","","39TH","ST","","","","415","K","444","2"
"E23010000324","2023-01-01 04:54:30","1","200","","WOODWAY","CT","","","","1131A","K","437","1"
"E23010000325","2023-01-01 04:54:31","1","1800","","COLUMBIA","ST","","","","415V","U","528","1"
"E23010000326","2023-01-01 04:56:50","1","0","","POWAY","RD","","SABRE SPRINGS","","AU2","W","231","2"
"E23010000327","2023-01-01 04:58:10","1","5700","","FRIARS","RD","","","","459A","CAN","622","2"
"E23010000328","2023-01-01 04:59:33","1","9800","","CARROLL CANYON","RD","","","","242R","U","241","3"
"E23010000329","2023-01-01 05:00:56","1","3100","","BERGER","AVE","","","","459A","K","314","3"
"E23010000330","2023-01-01 05:01:37","1","1000","","OUTER","RD","","","","11-6","K","724","1"
"E23010000331","2023-01-01 05:04:52","1","4000","","47TH","ST","","","","415N","K","831","3"
"E23010000332","2023-01-01 05:05:24","1","1000","","OUTER","RD","","","","459A","K","724","3"
"E23010000333","2023-01-01 05:05:35","1","1500","","MARKET","ST","","","","5150V","K","521","1"
"E23010000334","2023-01-01 05:07:59","1","100","","DIZA","RD","","","","459A","K","712","2"
"E23010000335","2023-01-01 05:10:05","1","0","","INDIA","ST","","REDWOOD","","CW","K","628","1"
"E23010000336","2023-01-01 05:11:58","1","3800","","50TH","ST","","","","AU1","W","827","1"
"E23010000337","2023-01-01 05:12:29","1","1300","","ROSECRANS","ST","","","","459A","K","615","3"
"E23010000338","2023-01-01 05:12:52","1","11800","","SCRIPPS CREEK","DR","","","","459A","U","246","2"
"E23010000339","2023-01-01 05:13:01","1","4200","","CLAIREMONT MESA","BLV","","","","20002R","K","114","3"
"E23010000340","2023-01-01 05:13:31","1","5400","","NAPA","ST","","","","911P","W","622","2"
"E23010000342","2023-01-01 05:15:07","1","2100","","BACON","ST","","","","415V","K","614","1"
"E23010000343","2023-01-01 05:20:48","1","1500","","03RD","AVE","","","","5150","K","526","2"
"E23010000344","2023-01-01 05:20:53","1","7200","","CARRIZO","DR","","","","459A","K","124","2"
"E23010000345","2023-01-01 05:21:47","1","1600","","GARNET","AVE","","","","459A","U","122","3"
"E23010000347","2023-01-01 05:25:10","1","1100","","ISLAND","AVE","","","","415","K","521","2"
"E23010000348","2023-01-01 05:27:30","1","800","","FORT STOCKTON","DR","","","","NONU","W","626","1"
"E23010000349","2023-01-01 05:29:41","1","0","S","28TH","ST","","NATIONAL","","1016","CAN","512","2"
"E23010000350","2023-01-01 05:32:28","1","4200","","OREGON","ST","","","","602","K","813","2"
"E23010000351","2023-01-01 05:33:17","1","600","","CAMINO DEL RIO SOUTH","","","","","AU2","W","315","2"
"E23010000352","2023-01-01 05:35:19","1","7900","","FROST","ST","","","","242","W","314","1"
"E23010000353","2023-01-01 05:35:33","1","0","","CORONADO (SB)","AVE","","BEYER","","1183","R","723","0"
"E23010000354","2023-01-01 05:37:12","1","0","","FASHION VALLEY","RD","","FRIARS","","HZRD","K","623","1"
"E23010000355","2023-01-01 05:38:03","1","3500","","INDIA","ST","","","","AU2","W","628","2"
"E23010000356","2023-01-01 05:38:57","1","7900","","FROST","ST","","","","242R","W","314","3"
"E23010000357","2023-01-01 05:40:27","1","4100","","10TH","AVE","","","","1183","A","624","0"
"E23010000358","2023-01-01 05:43:49","1","4600","","CAMPUS","AVE","","","","415V","R","624","1"
"E23010000359","2023-01-01 05:47:20","1","3100","","HAWTHORN","ST","","","","CW","K","518","1"
"E23010000360","2023-01-01 05:48:01","1","8500","","MIGUEL VISTA","PL","","","","415N","K","436","3"
"E23010000361","2023-01-01 05:50:05","1","3000","","CLAIREMONT","DR","","","","459A","K","116","3"
"E23010000362","2023-01-01 05:50:54","1","7200","","SKYLINE","DR","","","","MTG","K","437","4"
"E23010000363","2023-01-01 05:51:42","1","1700","","BERYL","ST","","","","CW","K","122","1"
"E23010000364","2023-01-01 05:51:49","1","900","","STATE","ST","","","","11-6","W","522","1"
"E23010000365","2023-01-01 05:51:55","1","1100","","01ST","AVE","","","","SELENF","K","524","3"
"E23010000366","2023-01-01 05:55:25","1","9000","","BUCKWHEAT","ST","","","","1131","CAN","233","1"
"E23010000367","2023-01-01 05:56:43","1","2000","","MAIN","ST","","","","SLEEPER","K","511","3"
"E23010000369","2023-01-01 05:57:45","1","0","S","32ND","ST","","OCEAN VIEW","","1183","DUP","512","0"
"E23010000370","2023-01-01 05:58:05","1","4200","","CAMINO DEL RIO NORTH","","","","","5150","K","321","2"
"E23010000371","2023-01-01 05:58:54","1","0","","RUFFIN","CT","","LIGHTWAVE","","RESCUE","K","313","0"
"E23010000372","2023-01-01 05:59:41","1","0","","06TH","AVE","","G","","CW","O","523","1"
"E23010000373","2023-01-01 06:00:47","1","1500","","DILLARD","ST","","","","245","R","437","1"
"E23010000374","2023-01-01 06:01:25","1","17700","","CAMINO MURRILLO","","","","","MS","K","234","1"
"E23010000375","2023-01-01 06:05:44","1","700","","BONAIR","PL","","","","911","K","124","1"
"E23010000376","2023-01-01 06:06:46","1","1900","","SPINDRIFT","DR","","","","459A","K","124","2"
"E23010000377","2023-01-01 06:10:12","1","7700","","HAZARD CENTER","DR","","","","415","K","315","2"
"E23010000379","2023-01-01 06:17:50","1","7800","","BURLINGTON","WAY","","","","459A","CAN","242","2"
"E23010000380","2023-01-01 06:20:13","1","9400","","FARNHAM","ST","","","","459A","U","313","3"
"E23010000381","2023-01-01 06:20:18","1","2500","","IMPERIAL","AVE","","","","FD","K","512","2"
"E23010000382","2023-01-01 06:23:05","1","4000","","05TH","AVE","","","","242","A","627","1"
"E23010000383","2023-01-01 06:24:27","1","3800","","BASILONE","ST","","","","HZRD","K","613","1"
"E23010000384","2023-01-01 06:24:33","1","0","","MARKET","ST","","36TH","","11-8","K","444","0"
"E23010000387","2023-01-01 06:27:54","1","300","","WASHINGTON","ST","","","","415","CAN","627","2"
"E23010000388","2023-01-01 06:29:41","1","0","","56TH","ST","","EL CAJON","","HZRD","K","822","1"
"E23010000389","2023-01-01 06:31:05","1","400","S","VALENCIA","PKY","","","","5150V","CAN","432","1"
"E23010000390","2023-01-01 06:32:27","1","6700","","MUIRLANDS","DR","","","","459A","K","124","2"
"E23010000391","2023-01-01 06:36:39","1","0","","WRIGHT","ST","","KURTZ","","417","K","626","0"
"E23010000392","2023-01-01 06:36:46","1","0","","ROSECRANS","ST","","CURTIS","","HZRD","K","612","1"
"E23010000393","2023-01-01 06:39:30","1","2600","","44TH","ST","","","","CW","K","836","1"
"E23010000395","2023-01-01 06:43:17","1","1000","","15TH (SB)","ST","","","","CW","K","721","1"
"E23010000396","2023-01-01 06:43:25","1","4200","","EUCLID","AVE","","","","T","K","831","2"
"E23010000397","2023-01-01 06:45:13","1","0","","MIRA MESA","BLV","","INTERSTATE 15 SB","","HZRD","K","242","1"
"E23010000398","2023-01-01 06:45:23","1","2500","","BACON","ST","","","","FU","O","614","2"
"E23010000399","2023-01-01 06:50:03","1","0","","56TH","ST","","MADISON","","HZRD","DUP","326","1"
"E23010000400","2023-01-01 06:50:37","1","4100","","MARYLAND","ST","","","","415","CAN","624","2"
"E23010000401","2023-01-01 06:53:51","1","4500","","56TH","ST","","","","HZRD","DUP","326","1"
"E23010000402","2023-01-01 06:59:28","1","1900","","BURTON","ST","","","","242","R","621","1"
"E23010000403","2023-01-01 07:00:19","1","0","","14TH","ST","","","","415","K","521","2"
"E23010000404","2023-01-01 07:00:55","1","2200","","IMPERIAL","AVE","","","","1151","K","512","2"
"E23010000405","2023-01-01 07:02:49","1","1400","","IMPERIAL","AVE","","","","CCCC","W","521","4"
"E23010000406","2023-01-01 07:03:42","1","500","W","DATE","ST","","","","459A","U","528","3"
"E23010000407","2023-01-01 07:07:39","1","1200","","09TH","AVE","","","","10851R","R","524","2"
"E23010000408","2023-01-01 07:09:50","1","0","","IRVING","AVE","","CESAR E CHAVEZ PKY E","","PARTY","K","512","3"
"E23010000409","2023-01-01 07:12:20","1","7900","","CIVITA","BLV","","","","459A","W","311","2"
"E23010000410","2023-01-01 07:15:23","1","0","","IMPERIAL","AVE","","","","SELENF","K","514","3"
"E23010000411","2023-01-01 07:15:39","1","3700","","INGRAHAM","ST","","","","459A","U","122","3"
"E23010000413","2023-01-01 07:19:31","1","3300","","LINCOLN","AVE","","","","459C","K","838","2"
"E23010000414","2023-01-01 07:20:49","1","300","","PARK","BLV","","","","SELENF","O","521","3"
"E23010000415","2023-01-01 07:21:03","1","300","","PARK","BLV","","","","SELENF","K","521","3"
"E23010000416","2023-01-01 07:24:06","1","1400","","ESSEX","ST","","","","CW","R","627","1"
"E23010000417","2023-01-01 07:24:10","1","0","","05TH","AVE","","","","SELENF","K","523","3"
"E23010000418","2023-01-01 07:24:30","1","11700","","CYPRESS CANYON","RD","","","","459A","U","246","2"
"E23010000419","2023-01-01 07:29:43","1","0","","MIRA SORRENTO PL","","","VISTA SORRENTO","","1166","W","931","2"
"E23010000420","2023-01-01 07:30:35","1","0","","54TH","ST","","STREAMVIEW","","10851RR","S","823","3"
"E23010000421","2023-01-01 07:30:41","1","2600","","IMPERIAL","AVE","","","","459A","U","515","3"
"E23010000422","2023-01-01 07:33:45","1","5800","","IMPERIAL","AVE","","","","459A","K","432","3"
"E23010000423","2023-01-01 07:34:18","1","3100","","SPORTS ARENA","BLV","","","","314","CAN","611","2"
"E23010000424","2023-01-01 07:34:26","1","4500","","34TH","ST","","","","INFO","W","811","2"
"E23010000425","2023-01-01 07:34:54","1","0","","04TH","AVE","","","","SELENF","K","522","3"
"E23010000426","2023-01-01 07:37:23","1","6600","","ALVARADO","RD","","","","415","K","327","0"
"E23010000427","2023-01-01 07:40:28","1","500","","07TH","AVE","","","","SELENF","K","521","3"
"E23010000428","2023-01-01 07:41:38","1","0","","FAIRMOUNT","AVE","","DWIGHT","","T","O","833","2"
"E23010000429","2023-01-01 07:42:47","1","2100","","BURROUGHS","ST","","","","RJ","K","621","2"
"E23010000430","2023-01-01 07:43:07","1","8700","","APPROACH","RD","","","","459A","U","713","3"
"E23010000431","2023-01-01 07:44:12","1","0","","ORCHARD","AVE","","CABLE","","487","K","614","1"
"E23010000433","2023-01-01 07:44:40","1","900","","09TH","AVE","","","","242","K","524","1"
"E23010000434","2023-01-01 07:45:01","1","3700","","38TH","ST","","","","459A","K","839","2"
"E23010000435","2023-01-01 07:45:53","1","0","NB","15","","","MIRAMAR","","1183","K","241","0"
"E23010000436","2023-01-01 07:46:52","1","600","","05TH","AVE","","","","SELENF","R","523","3"
"E23010000437","2023-01-01 07:47:38","1","1300","","K","ST","","","","1186","O","521","3"
"E23010000438","2023-01-01 07:48:10","1","8400","","MIRAMAR","RD","","","","602","K","243","2"
"E23010000439","2023-01-01 07:50:31","1","14300","","CAMINITO LAZANJA","","","","","459A","K","937","2"
"E23010000440","2023-01-01 07:50:56","1","1100","","01ST","AVE","","","","SELENF","O","524","3"
"E23010000441","2023-01-01 07:51:01","1","7400","","HERSCHEL","AVE","","","","459C","K","124","2"
"E23010000442","2023-01-01 07:52:02","1","0","WB","8","","","COLLEGE","","1171","K","327","1"
"E23010000443","2023-01-01 07:52:11","1","6400","","CAMINO DE LA COSTA","","","","","459A","U","124","2"
"E23010000444","2023-01-01 07:53:06","1","1400","","KLAUBER","AVE","","","","5150V","K","433","1"
"E23010000445","2023-01-01 07:56:25","1","6500","","ALCALA KNOLLS","DR","","","","SLEEPER","CAN","621","3"
"E23010000446","2023-01-01 07:58:06","1","1800","","05TH","AVE","","","","FD","K","529","2"
"E23010000447","2023-01-01 08:00:58","1","800","W","ASH","ST","","","","CCCC","W","527","4"
"E23010000448","2023-01-01 08:04:48","1","0","","WARING","RD","","ADOBE FALLS","","HZRD","K","323","1"
"E23010000449","2023-01-01 08:08:22","1","0","","HOWARD","AVE","","IDAHO","","FD","K","813","2"
"E23010000450","2023-01-01 08:08:45","1","0","","OCEAN VIEW HILLS","PKY","","DEL SOL","","1183","R","725","0"
"E23010000451","2023-01-01 08:12:24","1","13200","","BOOMER","CT","","","","1131A","CAN","233","1"
"E23010000452","2023-01-01 08:12:53","1","0","","06TH","AVE","","K","","CW","W","523","1"
"E23010000453","2023-01-01 08:16:04","1","0","","KURTZ","ST","","ROSECRANS","","HZRD","K","611","1"
"E23010000454","2023-01-01 08:16:11","1","100","W","HARBOR","DR","","","","1186","K","522","3"
"E23010000455","2023-01-01 08:16:59","1","600","","05TH","AVE","","","","1185","O","523","3"
"E23010000456","2023-01-01 08:18:06","1","1500","","COMMERCIAL","ST","","","","415V","R","521","1"
"E23010000457","2023-01-01 08:21:58","1","14000","","MANGO","DR","","","","SELENF","K","933","3"
"E23010000458","2023-01-01 08:25:13","1","1600","","FRONT","ST","","","","SELENF","K","528","3"
"E23010000459","2023-01-01 08:27:35","1","0","","SATURN","BLV","","SUNSET","","RESCUE","K","722","0"
"E23010000460","2023-01-01 08:27:54","1","0","","21ST","ST","","IMPERIAL","","DC","R","514","2"
"E23010000461","2023-01-01 08:33:00","1","0","","54TH","ST","","COLLEGE GROVE","","1180","R","451","0"
"E23010000462","2023-01-01 08:33:21","1","200","","C","ST","","","","FU","O","524","2"
"E23010000463","2023-01-01 08:33:49","1","6300","","RANCHO MISSION","RD","","","","CW","K","321","1"
"E23010000464","2023-01-01 08:33:56","1","200","","50TH","ST","","","","5150V","K","446","1"
"E23010000465","2023-01-01 08:37:01","1","900","","09TH","AVE","","","","5150V","K","524","1"
"E23010000466","2023-01-01 08:37:13","1","7900","","ROYAL OAK","PL","","","","246R","K","436","3"
"E23010000467","2023-01-01 08:40:13","1","5000","","SANTA MONICA","AVE","","","","415","K","614","2"
"E23010000468","2023-01-01 08:40:57","1","3700","","SOUTHVIEW","DR","","","","20002R","K","113","3"
"E23010000469","2023-01-01 08:43:23","1","3900","","EL CAJON","BLV","","","","MP","R","811","2"
"E23010000470","2023-01-01 08:45:08","1","7500","","GIRARD","AVE","","","","415","K","124","2"
"E23010000472","2023-01-01 08:47:32","1","0","","UNIVERSITY","AVE","","RICHMOND","","AU1","W","627","1"
"E23010000473","2023-01-01 08:47:49","1","2100","","LOGAN","AVE","","","","10851RR","K","511","3"
"E23010000474","2023-01-01 08:49:20","1","4400","","GLACIER","AVE","","","","415V","R","321","1"
"E23010000476","2023-01-01 08:52:49","1","0","","06TH","AVE","","","","SELENF","O","523","3"
"E23010000477","2023-01-01 08:55:12","1","16700","","WEST BERNARDO","DR","","","","415","K","234","2"
"E23010000478","2023-01-01 08:55:20","1","3200","","GRAPE","ST","","","","HZRD","K","518","2"
"E23010000479","2023-01-01 08:55:26","1","0","","21ST","ST","","IMPERIAL","","FU","O","514","2"
"E23010000480","2023-01-01 08:56:12","1","4200","","OHIO","ST","","","","602","K","813","2"
"E23010000481","2023-01-01 08:59:44","1","4100","","40TH","ST","","","","T","O","838","2"
"E23010000482","2023-01-01 09:00:31","1","4700","","EL CAJON","BLV","","","","1183","K","824","0"
"E23010000483","2023-01-01 09:01:46","1","300","","61ST","ST","","","","10852","K","452","1"
"E23010000484","2023-01-01 09:03:04","1","4500","","PIUTE","PL","","","","1146","R","114","0"
"E23010000485","2023-01-01 09:03:59","1","3000","","ERIE","ST","","","","415","K","116","2"
"E23010000486","2023-01-01 09:07:02","1","0","","CAMINO DE LA REINA","","","MISSION CENTER","","HZRD","K","315","1"
"E23010000487","2023-01-01 09:09:53","1","5100","","NORTH HARBOR","DR","","","","911","CAN","615","1"
"E23010000488","2023-01-01 09:10:35","1","0","","AVENIDA DEL RIO","","","CAMINO DE LA REINA","","STREET","W","623","2"
